Fullname,Nationality,Gender,Passport_Number,Age,BMI,Systolic_BP,Diastolic_BP,Total_Cholesterol,HDL_Cholesterol,Num_Critical_Diseases,ICD_E08_E13_Diabetes,ICD_I10_I15_Hypertension,ICD_I20_I50_HeartDisease,ICD_J40_J47_Respiratory,ICD_N18_KidneyDisease,Smoker,Needs_Walking_Assist,Uses_Oxygen,Takes_Diuretics,Takes_Beta_Blockers,CVD_Risk_Score,Triage_Category
David Dunn,Norway,M,5174470571010,20,41.0,128,91,144,57,1,0,0,0,0,1,1,0,0,0,0,7.5,Green
Natasha Kennedy,Antigua and Barbuda,F,9587430779726,78,32.8,122,83,200,51,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Jennifer Cervantes,Cambodia,M,0715023448066,65,16.9,152,93,253,71,2,0,1,1,0,0,1,0,0,1,1,30.0,Red
Julie Ford,Madagascar,F,4542563288618,60,23.8,151,89,237,36,1,0,1,0,0,0,1,0,0,0,0,30.0,Red
James Houston,Israel,F,4448316335014,32,48.7,121,94,139,47,1,0,1,0,0,0,0,0,0,0,0,1.0,Green
Amanda Weber,Madagascar,F,7162046986380,52,24.5,145,83,198,52,1,0,1,0,0,0,1,0,0,1,0,17.5,Orange
Mary Holloway,United Arab Emirates,M,5971167540676,65,43.6,132,88,176,62,0,0,0,0,0,0,0,0,0,0,0,12.5,Orange
Joseph Thomas,Oman,M,2638766759320,34,26.3,129,82,189,74,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Bradley West,Guinea-Bissau,F,6667810697086,69,28.4,156,94,235,33,1,0,1,0,0,0,1,0,0,1,0,32.5,Red
Philip Rodriguez,Aruba,F,9239583835063,65,24.1,127,91,211,37,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Donald Watkins Jr.,Niue,F,3848250143750,69,25.5,154,88,248,63,1,0,1,0,0,0,0,1,0,0,0,22.5,Red
Cynthia Reeves,Dominican Republic,M,6141314795962,55,29.4,156,94,176,58,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Belinda Simpson,Philippines,M,4876771612065,60,16.2,154,92,191,75,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Carla Zimmerman,Turks and Caicos Islands,M,7009658604991,35,28.3,107,82,201,31,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Monica Schultz,Costa Rica,M,6210974439643,93,29.9,123,84,232,52,2,0,1,1,0,0,1,0,0,0,0,35.0,Red
James Moore,Croatia,M,7419722143040,36,20.3,109,81,216,44,1,0,1,0,0,0,0,0,0,0,0,2.5,Green
Jason Wiggins,Antigua and Barbuda,F,2051929451983,56,21.3,143,81,241,40,1,0,1,0,0,0,0,0,0,1,0,20.0,Orange
James Hanson,Sri Lanka,M,5165999211952,53,39.9,160,95,179,74,1,0,1,0,0,0,0,0,0,1,0,7.5,Orange
Kellie Fox,Romania,F,8736532112134,34,22.5,109,68,204,38,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Alexis Odonnell,Barbados,M,5797565046875,56,45.6,148,85,260,47,1,0,1,0,0,0,1,0,0,0,0,27.5,Orange
Gregory Johnson,Lebanon,F,5942651785064,20,31.1,132,95,145,52,0,0,0,0,0,0,1,0,0,0,0,10.0,Green
Peter Scott,Christmas Island,F,9692784260056,65,36.2,147,95,238,49,1,0,1,0,0,0,0,0,0,1,0,20.0,Orange
Valerie Lucas,Moldova,M,9340055410685,91,21.8,151,89,223,32,1,0,1,0,0,0,0,0,0,0,0,37.5,Red
Jonathan Owen,Jordan,M,1861313803417,63,40.2,123,90,221,74,0,0,0,0,0,0,1,0,0,0,0,17.5,Orange
Christine Figueroa,Cape Verde,F,7730910627211,63,18.1,146,91,230,53,2,1,1,0,0,0,0,0,0,1,0,25.0,Red
Isaiah Miller,Djibouti,M,4753046571060,60,28.9,144,95,235,35,1,0,1,0,0,0,0,0,0,1,0,22.5,Red
Elizabeth Curtis,Saint Vincent and the Grenadines,F,0300411587207,31,33.6,151,86,172,68,1,0,1,0,0,0,0,0,0,0,0,2.5,Orange
Jonathan Arroyo,Cook Islands,M,9461177621909,31,34.8,135,80,205,46,0,0,0,0,0,0,0,0,0,0,0,5.0,Green
James Armstrong MD,Vietnam,M,8635996619244,37,21.6,112,67,177,43,0,0,0,0,0,0,1,0,0,0,0,7.5,Green
Andrew Martinez,Papua New Guinea,M,4319445029436,81,44.4,149,91,176,64,1,0,1,0,0,0,0,0,0,0,0,22.5,Red
Felicia Wells,Cote d'Ivoire,F,7718257177392,38,24.7,112,69,210,40,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
David Caldwell,Niue,F,7589972791305,43,22.1,101,79,253,31,0,0,0,0,0,0,1,0,0,0,0,20.0,Orange
Andre Phillips,Angola,F,8943157221350,77,20.9,133,91,218,46,1,0,1,0,0,0,0,0,0,0,0,22.5,Red
Julie Fisher,Senegal,F,0061432486770,86,28.6,144,94,152,72,2,0,1,0,0,1,0,1,0,0,0,25.0,Red
Sharon King,Switzerland,M,9546638020306,49,27.0,124,76,269,55,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Tiffany Cortez,Botswana,F,9001919056691,22,46.7,145,85,214,41,1,0,1,0,0,0,0,0,0,0,0,7.5,Green
Seth Ayala,Namibia,F,0055921328825,57,29.7,153,91,153,46,1,0,1,0,0,0,1,0,0,1,0,20.0,Orange
John Frazier,Fiji,M,7089861354562,55,27.2,125,80,205,56,1,0,0,1,0,0,0,0,0,0,1,10.0,Orange
Timothy Rhodes,French Polynesia,M,6238656621940,55,24.8,135,85,239,67,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Regina Liu,Zambia,M,6289260307683,68,46.3,155,91,276,50,2,1,1,0,0,0,0,0,0,0,0,32.5,Red
Mary Pierce,Micronesia,M,3336948354071,55,33.1,146,93,277,75,2,0,1,1,0,0,0,0,0,0,0,17.5,Orange
Kristine Alvarado,Namibia,M,7933079654511,56,28.4,139,89,214,38,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Caitlin Gonzales,Estonia,M,7631175545862,62,49.5,131,95,208,34,1,0,1,0,0,0,0,0,0,1,0,20.0,Orange
Amy Morrison MD,Puerto Rico,F,9272591735949,34,25.8,129,71,181,46,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Marcus Lowe,Dominica,M,9856899753487,70,21.5,136,93,278,55,1,0,1,0,0,0,0,0,0,0,0,25.0,Red
Hayden Davis,Mayotte,M,6723276105425,80,23.0,126,89,241,63,1,0,0,1,0,0,0,0,0,1,1,25.0,Red
Elijah Ramirez,Brunei Darussalam,M,1975417988953,46,22.2,128,84,242,65,1,0,1,0,0,0,1,0,0,0,0,15.0,Orange
Rebecca Heath,Grenada,M,0535111459558,37,16.1,113,77,155,50,1,0,0,0,1,0,0,0,0,0,0,1.0,Green
Sydney Jackson,Jamaica,M,1785230297794,35,18.0,110,77,193,35,0,0,0,0,0,0,0,0,0,0,0,5.0,Green
Allison Thomas,Poland,M,4470895398586,51,21.8,128,80,274,49,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Lisa Wolfe,Burkina Faso,F,9755495849672,56,39.6,160,85,191,40,2,0,1,0,0,1,1,0,0,1,0,20.0,Orange
Jennifer Whitaker,Albania,M,4896138370919,58,26.2,145,90,182,41,1,0,1,0,0,0,0,0,0,1,0,12.5,Orange
Andrew Garcia,Korea,F,0280787560496,53,23.5,125,82,254,63,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Michelle Torres,Botswana,F,4888414796148,43,41.9,128,90,186,70,0,0,0,0,0,0,1,0,0,0,0,5.0,Green
Breanna Brown,Congo,M,3792034343785,50,40.4,147,81,194,64,1,0,1,0,0,0,1,0,0,0,0,15.0,Orange
Tony Lewis,Vietnam,M,6765478975918,54,22.3,159,86,178,74,1,0,1,0,0,0,1,0,0,1,0,15.0,Orange
Jennifer Smith,Saint Pierre and Miquelon,F,8365475602015,27,30.9,136,86,195,63,1,1,0,0,0,0,0,0,0,0,0,7.5,Green
Casey Cervantes,Guinea-Bissau,M,1728886527303,70,29.1,127,89,245,38,2,1,0,0,1,0,0,0,0,0,0,35.0,Red
Lori Ford,Guinea-Bissau,M,3882971288314,53,28.4,159,80,259,62,1,0,1,0,0,0,1,0,0,1,0,22.5,Orange
Ralph Sharp,Korea,M,8175828181742,31,30.8,157,90,204,74,1,0,1,0,0,0,0,0,0,0,0,5.0,Orange
Melanie French,Ukraine,M,7627311892464,82,37.8,154,87,192,37,2,1,1,0,0,0,0,0,0,0,0,37.5,Red
Jesus Strickland,Sao Tome and Principe,F,2886239878447,63,38.2,138,81,159,58,1,1,0,0,0,0,1,0,0,0,0,27.5,Red
Brittany Taylor,India,F,4931540434597,36,21.3,129,68,204,49,2,0,1,1,0,0,1,0,0,1,0,10.0,Orange
Ashley Hudson,Panama,F,3687677651581,61,33.2,129,89,256,46,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Kelly Baldwin,Brazil,M,7220842663390,62,37.6,159,84,185,52,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Rachel Terry,Saint Pierre and Miquelon,M,7571470119699,59,23.4,129,86,181,56,2,0,1,0,1,0,1,0,0,0,0,15.0,Orange
John Jones,Ireland,M,4386498827074,86,36.1,156,91,239,64,1,0,1,0,0,0,0,0,0,1,0,27.5,Red
Eric Moore,Bangladesh,M,0079107525518,90,36.1,159,92,164,73,2,0,1,1,0,0,0,0,0,1,0,27.5,Red
Sarah Newman,Montenegro,F,4556436450453,28,47.2,138,85,163,35,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Joseph Rivera,Uruguay,M,9099348469229,62,28.7,126,82,248,45,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Autumn Reyes,Guam,M,9602477066339,64,22.9,154,86,184,73,2,1,1,0,0,0,0,0,0,0,0,20.0,Orange
Terri Horne,Mayotte,F,3029874899326,32,24.9,127,75,181,64,1,0,1,0,0,0,0,0,0,0,0,1.0,Green
Henry Erickson,Bermuda,M,7757830256635,74,38.8,132,90,202,67,1,0,1,0,0,0,1,0,0,1,0,25.0,Red
Maria Joseph,Greenland,M,0789132072849,33,28.8,121,82,207,44,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Alan Johnson,Mozambique,F,4775223995612,23,31.1,121,88,163,51,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Kimberly Gomez,Portugal,F,2726276989754,64,30.1,133,89,266,70,2,1,1,0,0,0,0,0,0,0,0,25.0,Red
Amanda Perry,Iran,F,8827668100413,24,23.2,129,68,209,36,1,0,0,0,0,1,0,0,0,0,0,7.5,Green
Melissa Guerra,Peru,F,1826660098114,25,39.9,135,81,167,52,0,0,0,0,0,0,1,0,0,0,0,10.0,Green
Anne Hall,Bulgaria,F,1318673759361,62,30.8,195,88,271,47,1,0,1,0,0,0,0,0,0,1,0,27.5,Red
Heather Mullins,Switzerland,F,6004919361140,51,28.1,193,84,186,40,1,0,1,0,0,0,1,0,0,0,0,22.5,Red
Cassandra Banks,Swaziland,F,7480805725668,53,26.2,190,84,276,73,1,0,1,0,0,0,1,0,0,0,0,27.5,Red
Sandra Sanders,United States of America,M,7148739598009,36,29.7,111,75,141,41,1,0,0,0,0,1,1,0,0,0,0,7.5,Green
Beverly Reid,Cuba,F,6288757571897,51,25.5,157,83,223,32,1,0,1,0,0,0,1,0,0,1,0,25.0,Orange
Yvette Hunt,United States Virgin Islands,M,4120711430043,42,22.8,121,79,254,51,1,0,0,0,0,1,0,0,0,0,0,7.5,Green
Jennifer Mccann,Netherlands,M,6666161361950,42,25.1,110,67,178,66,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Jeremiah Romero,Italy,M,6207008933925,31,31.1,156,86,197,52,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Ryan Shaw,Suriname,M,9213900167020,63,36.6,122,87,154,60,0,0,0,0,0,0,0,0,0,0,0,10.0,Orange
William Bryant,Indonesia,M,8151256562230,43,17.9,130,67,160,43,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Arthur Parrish,Eritrea,M,7152545790854,23,21.4,105,79,167,31,0,0,0,0,0,0,0,0,0,0,0,5.0,Green
Maureen Simmons,Armenia,M,1524739496747,73,31.2,154,90,219,65,1,0,1,0,0,0,0,0,0,0,0,20.0,Orange
Donald Guerra,Singapore,F,3153628085571,55,39.0,133,94,254,40,1,0,0,0,1,0,0,0,0,0,0,17.5,Orange
Cynthia Powell,Rwanda,F,3653410281360,65,34.0,160,92,162,69,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Virginia Gillespie,Ukraine,M,0948480347621,40,24.6,109,72,147,56,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Erin Castro,Slovenia,M,3822197580519,34,20.5,116,68,157,63,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Julia Vargas,Singapore,F,3448864654699,20,36.7,133,91,194,33,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Jacqueline Reyes,Liberia,F,0389621187353,59,18.9,145,85,232,53,1,0,1,0,0,0,1,0,0,0,0,22.5,Orange
Audrey Gallagher,Libyan Arab Jamahiriya,F,4442666185664,57,29.4,151,81,250,61,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Rebecca Harrell,Bhutan,F,7593249575628,61,48.5,158,86,262,33,2,1,1,0,0,0,0,0,0,0,0,35.0,Red
Kelly Williams,Malaysia,M,9482826384198,65,19.6,136,95,162,60,1,0,0,1,0,0,0,0,0,1,1,15.0,Orange
Patrick Wyatt,Lesotho,M,3314672323228,85,29.9,151,85,152,51,2,1,1,0,0,0,0,0,0,0,0,35.0,Red
Mark Rogers,Azerbaijan,M,6795321633771,34,37.1,143,89,183,50,1,0,1,0,0,0,1,0,0,0,0,12.5,Green
Daniel Vega,Equatorial Guinea,F,3108502802317,42,17.1,108,70,206,51,1,0,0,0,0,1,0,0,0,0,0,2.5,Green
Dustin Patterson,Grenada,F,0102513190107,83,39.4,124,93,256,60,1,0,0,1,0,0,0,0,0,0,1,27.5,Red
James Collins,Tanzania,M,8657665907100,54,33.6,132,90,255,62,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Dustin Bright,Azerbaijan,F,7328291654027,53,39.0,134,92,203,70,0,0,0,0,0,0,0,0,0,0,0,7.5,Orange
Ariel Harvey,Guatemala,F,7653314354982,82,25.4,135,94,238,69,1,1,0,0,0,0,1,0,1,0,0,37.5,Red
Bethany Fox,Singapore,F,0680095281715,65,49.1,134,88,188,50,0,0,0,0,0,0,0,0,0,0,0,15.0,Orange
Christian Davis,Guadeloupe,F,6185563798688,49,22.5,130,67,239,63,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Anita Luna,Colombia,M,0921539159666,81,46.8,143,95,225,40,1,0,1,0,0,0,1,0,0,0,0,35.0,Red
Amy Olsen,Papua New Guinea,F,9823234019324,55,49.3,145,81,220,47,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Leah Adams,Chad,F,0561578980687,26,23.0,122,69,185,43,0,0,0,0,0,0,1,0,0,0,0,7.5,Green
Maria Johns,Lesotho,F,6385751973105,61,28.4,122,91,160,45,1,0,1,0,0,0,0,0,0,0,0,10.0,Green
Nicholas Arias,Colombia,M,0145882450014,36,35.6,144,89,189,69,2,1,1,0,0,0,1,0,0,1,0,17.5,Orange
Cameron May,Iran,M,9067202318136,56,24.3,146,93,272,34,1,0,1,0,0,0,0,0,0,0,0,25.0,Orange
James Davis,Korea,F,5076706427743,38,18.1,116,78,211,36,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Rebecca Blair,Malaysia,F,1539040535085,46,22.0,126,68,219,35,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Judy Chen,Croatia,F,2007296199058,22,34.2,125,84,141,50,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Mr. Christopher Gonzales DDS,Vietnam,F,2529397433409,46,29.2,107,74,256,50,2,1,1,0,0,0,0,0,0,0,0,17.5,Orange
Christina Schneider,Philippines,F,8405616687386,54,28.1,139,91,240,67,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Joseph Wilson,Trinidad and Tobago,M,1753867491731,57,33.3,154,88,205,31,1,0,1,0,0,0,0,0,0,0,0,20.0,Orange
Kenneth Parrish,Niger,F,8870689846686,56,35.4,149,91,260,31,1,0,1,0,0,0,0,0,0,1,0,25.0,Orange
Jon Garrison,Cocos (Keeling) Islands,M,7277961170520,22,30.6,149,91,166,42,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Christian Jones,Liberia,F,0153971128379,38,17.7,125,84,148,43,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Daniel Miller,Malta,M,9522747499028,49,23.4,125,82,276,43,0,0,0,0,0,0,1,0,0,0,0,17.5,Orange
Cheryl Waller,San Marino,F,9026381561979,52,26.3,153,92,168,53,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Kimberly Rogers,Antarctica (the territory South of 60 deg S),F,6403905701210,34,21.3,116,76,174,44,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Dr. Douglas Gordon,Angola,M,5239917719421,41,26.5,116,74,250,38,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Aimee Melton,Ukraine,M,0554707177607,25,27.4,109,69,212,65,1,0,1,0,0,0,0,0,0,1,0,1.0,Orange
Amy Wise,Philippines,M,9876892566174,24,31.4,158,91,134,31,1,0,1,0,0,0,1,0,0,1,0,17.5,Orange
Brittany Barnes,Congo,M,9972559001474,73,32.0,128,94,165,56,0,0,0,0,0,0,0,0,0,0,0,15.0,Orange
Deborah Johnson,Albania,F,0459603244821,64,15.6,132,83,253,36,0,0,0,0,0,0,0,0,0,0,0,25.0,Red
Laura Coleman,Marshall Islands,F,3439336322451,90,19.9,144,86,277,60,1,0,1,0,0,0,1,0,0,1,0,45.0,Red
Nathan Bates,Seychelles,M,9207690651074,51,29.0,141,85,223,68,1,0,1,0,0,0,0,0,0,0,0,10.0,Green
Connie Johnson,Kenya,M,5305529722422,34,23.0,104,78,188,48,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Brittany Mathis,Morocco,F,5014532823810,73,46.9,145,88,209,35,3,1,1,1,0,0,0,0,0,1,1,35.0,Red
Brenda Fields,Equatorial Guinea,M,8943317622119,76,33.0,157,84,241,48,3,1,1,1,0,0,1,0,0,0,1,45.0,Red
John Ferguson,Moldova,M,2094179653608,40,16.1,190,75,192,73,1,0,1,0,0,0,0,0,0,0,0,7.5,Red
Jacob Daniel,Liberia,F,3102287827343,95,35.1,122,87,216,63,1,1,0,0,0,0,0,0,0,0,0,35.0,Red
Emily Salazar,Korea,M,7142505595117,51,35.3,160,85,233,47,1,0,1,0,0,0,1,0,0,1,0,20.0,Orange
Joan Thompson,British Indian Ocean Territory (Chagos Archipelago),M,1620294769774,70,30.9,144,85,152,54,2,1,1,0,0,0,0,0,0,1,0,27.5,Red
Brian Clark,French Southern Territories,F,7681771100491,73,32.0,158,89,274,56,2,0,1,1,0,0,0,0,0,1,1,27.5,Red
William Fisher,Cyprus,F,1990921184219,37,42.3,126,85,146,72,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Laurie Whitehead,Bahrain,M,3540525661371,39,15.4,101,77,202,61,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Casey Mejia,Guadeloupe,F,1281942894325,62,28.4,139,86,247,37,0,0,0,0,0,0,0,0,0,0,0,25.0,Red
Brittany Hill,Austria,F,6434652805586,57,17.7,141,81,278,35,1,0,1,0,0,0,0,0,0,0,0,25.0,Orange
Martin Bell,Egypt,F,2360019787056,47,47.6,129,87,271,54,0,0,0,0,0,0,0,0,0,0,0,10.0,Green
Monique Jacobson,Saint Kitts and Nevis,M,9948656056174,40,21.1,129,67,166,51,0,0,0,0,0,0,1,0,0,0,0,7.5,Green
James Mata,Trinidad and Tobago,F,7099253600375,50,21.0,113,76,187,63,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Alyssa Hernandez,Guinea-Bissau,M,1995029404566,54,34.2,139,82,159,59,2,0,0,0,1,1,0,0,0,0,0,7.5,Orange
Angela Rhodes,Somalia,M,2410120414997,39,35.7,147,82,181,46,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Kevin Francis,Monaco,F,9859496176260,60,27.7,159,87,187,62,2,0,1,1,0,0,1,0,0,1,1,20.0,Orange
Crystal Morris,Singapore,F,3942477741451,56,36.8,122,89,276,72,0,0,0,0,0,0,0,0,0,0,0,12.5,Orange
Robert Rivera,Gibraltar,M,7751669824713,32,24.9,102,72,196,64,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Miranda Robinson,Saint Vincent and the Grenadines,F,8577083896957,53,22.1,137,85,150,54,1,0,0,0,1,0,0,0,0,0,0,7.5,Green
Michael Campbell,Guadeloupe,F,8275645345621,60,27.4,158,92,162,75,1,0,1,0,0,0,0,0,0,0,0,12.5,Orange
Craig Brown,Ireland,M,0877811600121,61,46.1,148,80,181,63,2,1,1,0,0,0,0,0,0,0,0,20.0,Orange
Robert Kelly,Niue,F,1070158345352,25,38.1,122,87,181,73,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Michael Johnson,Taiwan,M,7176565722251,65,17.2,129,93,277,50,1,0,1,0,0,0,0,0,0,1,0,20.0,Orange
Jessica Daniels,Samoa,M,9760590778314,55,24.1,126,92,259,51,1,1,0,0,0,0,0,0,0,0,0,22.5,Orange
William Rogers,Norfolk Island,F,2897661687347,53,31.6,143,81,230,71,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Craig Lawson,Nauru,M,5726308898228,63,45.3,156,81,161,47,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Dr. Wayne Harmon DDS,Dominican Republic,M,9262900729837,36,30.1,125,82,169,46,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Allison Cain,Moldova,M,9499536777752,57,26.0,151,88,183,73,1,0,1,0,0,0,1,0,0,1,0,17.5,Orange
Terry Robbins,Lithuania,F,1709907435685,79,20.0,130,94,165,59,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Edward Lopez DDS,Mongolia,F,7873617320198,52,31.6,160,93,160,50,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Barbara Jones,Qatar,F,1782183972235,44,41.7,159,90,181,60,1,0,1,0,0,0,0,0,0,1,0,5.0,Orange
Jose Chavez,Azerbaijan,M,6057691127688,92,33.9,141,87,236,74,3,1,1,1,0,0,0,0,0,1,0,37.5,Red
Sean Ball,Guam,M,2867767483075,79,28.7,158,85,158,48,2,1,1,0,0,0,0,0,0,0,0,30.0,Red
Gordon Contreras,Kyrgyz Republic,M,9659635986411,27,33.3,134,81,132,36,0,0,0,0,0,0,0,0,0,0,0,7.5,Green
Charles Cooke,Dominica,M,5797263817227,80,31.8,157,94,168,73,2,0,1,1,0,0,1,0,0,0,0,30.0,Red
Amanda Hess,American Samoa,M,5499508957186,67,19.9,155,93,169,74,1,0,1,0,0,0,0,0,0,0,0,15.0,Orange
Erica Smith,United States of America,F,3479727932135,38,21.4,102,85,211,51,1,0,0,0,0,1,1,0,0,0,0,10.0,Green
Matthew Wright,Jersey,F,4880586185164,65,40.6,137,94,272,63,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Samuel Carter,Burkina Faso,M,5313996179724,62,35.5,141,89,162,72,1,0,1,0,0,0,0,0,0,0,0,12.5,Orange
Rachel Dyer,Panama,M,9034646315328,24,24.6,100,65,141,46,1,1,0,0,0,0,0,0,0,0,0,7.5,Green
Rachael Hall,Trinidad and Tobago,F,2374965837406,64,17.8,136,91,195,38,1,0,1,0,0,0,1,0,0,0,0,25.0,Red
Marie Hernandez,Benin,F,8453093694168,45,31.1,150,82,183,59,2,1,1,0,0,0,0,0,0,1,0,15.0,Orange
John Gonzalez,Czech Republic,M,5964069185168,62,22.3,139,94,250,61,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Ronald Rose,Maldives,M,0631893947389,59,36.3,155,91,185,36,1,0,1,0,0,0,0,0,0,1,0,17.5,Orange
Joann Ramirez,Djibouti,M,6900685835987,88,32.3,121,82,222,59,3,1,1,0,0,1,0,0,0,1,0,32.5,Red
Laura Arellano,American Samoa,F,7856672605363,29,26.3,106,70,152,42,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Karen Warren,South Africa,M,6764772794522,73,27.4,148,95,222,61,2,0,1,0,0,1,1,0,0,1,0,27.5,Red
Shannon Randall,Bermuda,M,4180608435735,48,21.3,120,66,184,49,0,0,0,0,0,0,0,0,0,0,0,2.5,Green
Brian Goodwin,Gibraltar,M,6516668844558,68,42.7,140,89,255,44,2,0,1,1,0,0,0,0,0,1,1,22.5,Red
Samantha Johnston,Algeria,F,1115762996139,26,29.4,103,66,175,46,1,0,0,0,0,1,0,0,0,0,0,1.0,Green
Amber Spencer,Jamaica,F,3738073926169,79,21.7,123,84,257,37,1,0,0,0,0,1,0,0,0,0,0,30.0,Red
David Jones,Papua New Guinea,F,5024369103375,62,22.7,138,90,162,42,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Alan Nicholson,Grenada,F,6621283953483,56,25.1,143,88,231,46,1,0,1,0,0,0,1,0,0,1,0,22.5,Orange
William Park,Sierra Leone,M,1730153806776,23,34.3,155,87,187,39,1,0,1,0,0,0,0,0,0,0,0,10.0,Orange
Rhonda Trujillo,Kuwait,F,3582046665544,61,35.3,126,86,152,33,0,0,0,0,0,0,0,0,0,0,0,15.0,Orange
Jeffrey Morton,Guyana,M,5190396706510,59,39.1,136,90,194,52,1,0,1,0,0,0,0,0,0,1,0,10.0,Orange
Adrian Livingston,Niger,M,4525590873316,60,44.6,149,80,276,54,1,0,1,0,0,0,0,0,0,1,0,22.5,Red
Paul Williams,Trinidad and Tobago,M,0607192890893,74,31.1,137,87,267,62,1,1,0,0,0,0,0,0,0,0,0,30.0,Red
Dawn Baker,Egypt,M,9980570340854,63,19.0,135,86,167,33,1,1,0,0,0,0,1,0,0,0,0,32.5,Red
Cole Pugh,Samoa,M,0444401618905,58,36.4,137,82,255,54,0,0,0,0,0,0,0,0,0,0,0,17.5,Orange
Katrina Roberts,British Virgin Islands,M,1721693264805,92,19.9,185,85,274,40,2,0,1,0,1,0,0,0,0,1,0,42.5,Red
Daniel Arnold,French Polynesia,F,2941066695985,32,17.9,122,66,165,64,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
Melissa Moyer,Benin,F,8221045562267,56,18.1,123,94,198,67,0,0,0,0,0,0,0,0,0,0,0,5.0,Green
Benjamin Williams MD,Armenia,F,8985120443475,72,24.5,150,90,215,41,2,1,1,0,0,0,0,0,0,1,0,30.0,Red
Brandon Page,Algeria,F,0879295736167,46,38.8,134,92,208,31,0,0,0,0,0,0,0,0,0,0,0,12.5,Green
Jordan Barnes,Reunion,F,7917820147163,39,27.2,124,68,195,51,0,0,0,0,0,0,0,0,0,0,0,1.0,Green
George Jones,Faroe Islands,M,5676186854383,21,34.7,154,84,162,66,1,0,1,0,0,0,1,0,0,1,0,10.0,Orange
Cheryl Baker,Venezuela,F,7162603555196,71,21.8,140,94,152,55,1,0,1,0,0,0,0,0,0,0,0,17.5,Orange
Jessica Chen,Botswana,M,7782105676252,54,41.4,126,90,158,68,1,0,1,0,0,0,0,0,0,1,0,2.5,Orange
Kimberly Young,Cyprus,F,9380473803683,65,39.1,125,84,254,54,0,0,0,0,0,0,0,0,0,0,0,20.0,Orange
Derek Fox,Zambia,F,9796968947709,59,27.7,152,93,262,46,1,0,1,0,0,0,1,0,0,1,0,27.5,Orange
Stephen Bryant,Sri Lanka,F,3031478709789,79,22.9,134,84,235,39,1,1,0,0,0,0,0,0,0,0,0,35.0,Red
